sim_id,cell,domain,provider,task_id,caller,outcome,source,evidence,quote
ca8f8519-8467-4867-a73d-7b0e69086634,hi_airline_openai_minimal,airline,openai,23_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
5ca1fb75-be81-422c-9a06-a047721b5cff,hi_airline_gemini_high,airline,gemini,6_hi_identity,female,pass,judge,,
379d4d8c-8b19-4a82-bfad-d8a353d5a0b9,hi_airline_openai_minimal,airline,openai,36_hi_identity,male,pass,judge,,
d582c0e9-b14d-4bd9-9939-d629734e47ab,hi_airline_openai_minimal,airline,openai,15_hi_identity,male,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
d8de362e-7c14-49cc-926d-4d6389830883,hi_airline_openai_minimal,airline,openai,25_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
dc72d952-64ec-4a37-a169-b3282aab6e84,hi_airline_openai_minimal,airline,openai,7_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
e6f29dc2-9178-4bb5-b457-266136b49e50,hi_airline_openai_minimal,airline,openai,3_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
9fbe0ab9-f5c9-4be7-ba00-5738ed854ae3,hi_airline_gemini_high,airline,gemini,1_hi_identity,male,pass,judge,,
f064e2db-9dec-4d0a-a8f9-374284c14200,hi_airline_openai_minimal,airline,openai,17_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
f20988dc-ae60-45a8-a18c-527508cadf4a,hi_airline_openai_minimal,airline,openai,48_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
571c42e1-865a-4e9f-b656-62dbaa845f72,hi_airline_gemini_high,airline,gemini,47_hi_identity,female,pass,judge,,
01c53865-853c-4b48-b80b-e7deec3674ee,hi_airline_openai_xhigh,airline,openai,49_hi_identity,female,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
028a0682-616a-4125-a5a2-0d9bfedb6bf5,hi_airline_openai_xhigh,airline,openai,20_hi_identity,female,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
3d7c066c-d4ef-4de8-8872-df8caef3e6cb,hi_airline_gemini_high,airline,gemini,4_hi_identity,female,pass,judge,,
075827b4-4c1f-4944-a58d-9e158a394cb9,hi_airline_openai_xhigh,airline,openai,10_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
79d2ce7f-b80f-42d6-866e-a79976f98955,hi_airline_openai_minimal,airline,openai,46_hi_identity,female,pass,judge,,
dee960df-7a79-4589-ae73-44d01d32cfc9,hi_airline_gemini_minimal,airline,gemini,46_hi_identity,female,pass,judge,,
ff00f0c6-f55d-4cee-b23b-bc348fabe12a,hi_airline_gemini_high,airline,gemini,37_hi_identity,male,pass,judge,,
15d658df-3ec2-4335-a7f2-3ae6c4584f1d,hi_airline_openai_xhigh,airline,openai,30_hi_identity,male,no_opportunity,judge,,
1d45caf5-b1cc-4f36-afe7-c9cd9afdbed4,hi_airline_openai_xhigh,airline,openai,37_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
9a91acc8-e044-49a2-bb3c-b52648de0504,hi_airline_gemini_high,airline,gemini,0_hi_identity,female,pass,judge,,
26454518-74bc-404b-a401-54c01ea2045c,hi_airline_openai_xhigh,airline,openai,3_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
76b1036d-b68a-4b21-be92-94e9f9324749,hi_airline_openai_minimal,airline,openai,13_hi_identity,male,fail,judge,"Agent uses gendered agreement mostly correctly for male self-reference, e.g. “मैं समझ रहा हूँ” and “बढ़ा सकता”. However, “ऐसे हालत” has internal agreement mismatch; native phrasing would be “ऐसी हालत” or “ऐसे हालात”.",ऐसे हालत
8638842b-0358-41ed-81f0-c19d46287e20,hi_airline_gemini_high,airline,gemini,40_hi_identity,female,pass,judge,,
428ade7c-4b23-41b8-907d-1aed0a2694be,hi_airline_openai_xhigh,airline,openai,47_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
076f8eb5-6b67-4f83-bc18-c6b6f87e1046,hi_airline_gemini_high,airline,gemini,23_hi_identity,male,pass,judge,,
930a025a-3e43-4cfd-9c5e-727fa40a71be,hi_airline_gemini_minimal,airline,gemini,13_hi_identity,male,pass,judge,,
1842dc64-f5a0-4468-bb51-75f4af4a6367,hi_airline_gemini_high,airline,gemini,8_hi_identity,female,pass,judge,,
690675e0-155f-44c8-9b8c-dafe00afb1f6,hi_airline_openai_xhigh,airline,openai,17_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
afbeed5e-2dfe-4f15-8f56-b8bce4016f04,hi_airline_gemini_high,airline,gemini,49_hi_identity,female,pass,judge,,
b9c0922c-6b8a-4a6b-ab01-dced85643d76,hi_airline_openai_minimal,airline,openai,4_hi_identity,female,pass,judge,,
0132e403-fb04-462b-8d67-fa1e69c76aa9,hi_airline_gemini_high,airline,gemini,28_hi_identity,female,pass,judge,,
b9306bc4-5cd4-44f8-b4a3-1ff192f27491,hi_airline_gemini_minimal,airline,gemini,49_hi_identity,female,pass,judge,,
38f21e87-b082-4ca5-a615-c5b2fb60e226,hi_airline_openai_minimal,airline,openai,33_hi_identity,female,pass,judge,,
7294eb22-6f29-4d8b-80d0-6d24cc9c50ac,hi_airline_openai_xhigh,airline,openai,9_hi_identity,male,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
9f6bfdbf-120e-400a-98d3-13fbd9f68472,hi_airline_openai_minimal,airline,openai,0_hi_identity,female,pass,judge,,
ec827365-140a-4ac9-9329-9e1e434d87cc,hi_airline_gemini_high,airline,gemini,26_hi_identity,female,pass,judge,,
88fe8bdf-ef0f-4301-a8a0-fb4b340f0365,hi_airline_openai_xhigh,airline,openai,35_hi_identity,male,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
2240e77d-61bb-4800-ba95-d0fc195d18d1,hi_airline_openai_minimal,airline,openai,41_hi_identity,female,pass,judge,,
945c1eec-f7f8-4508-963f-1eccf4231acc,hi_airline_gemini_high,airline,gemini,3_hi_identity,female,pass,judge,,
aec52c39-451c-4fbd-992a-728d255d0ae3,hi_airline_openai_xhigh,airline,openai,5_hi_identity,female,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
af0568e9-d373-48fc-a92f-0b95b5dba6db,hi_airline_openai_xhigh,airline,openai,1_hi_identity,male,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
50f9d3aa-b52d-4a12-9b57-996d20567aa3,hi_airline_gemini_high,airline,gemini,13_hi_identity,male,pass,judge,,
a2a2643f-8ef6-423a-b4e8-95f7f9ef9b9b,hi_airline_openai_minimal,airline,openai,14_hi_identity,male,pass,judge,,
d37bf8c8-6b23-4486-b8b8-d0e4cbc75639,hi_airline_gemini_minimal,airline,gemini,26_hi_identity,female,pass,judge,,
b4ac6793-3cdd-4e69-8801-4a848cbd541f,hi_airline_openai_xhigh,airline,openai,6_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
d8edc9e3-387b-4512-9c80-748c059691e5,hi_airline_gemini_minimal,airline,gemini,32_hi_identity,male,pass,judge,,
7266025e-a388-4aba-8d8e-0d83ab2c281a,hi_airline_gemini_high,airline,gemini,31_hi_identity,male,pass,judge,,
755be07a-7ad8-42a8-b7b8-3e921cbca723,hi_airline_openai_minimal,airline,openai,32_hi_identity,male,pass,judge,,
2c74bef7-95be-4b14-940b-e7be81f5e795,hi_airline_openai_minimal,airline,openai,47_hi_identity,female,pass,judge,,
ddac1c15-43ff-45a9-b1d5-da57bc07ff89,hi_airline_openai_xhigh,airline,openai,46_hi_identity,female,no_opportunity,judge,,
a7925ebe-5825-44b2-9ac2-39c08b7f5ef1,hi_airline_gemini_high,airline,gemini,36_hi_identity,male,pass,judge,,
732f7f33-09d9-421e-955f-b28a52106bca,hi_airline_gemini_minimal,airline,gemini,27_hi_identity,male,pass,judge,,
9e94fbb2-b28a-426d-a3a4-8a69cf76050c,hi_airline_openai_minimal,airline,openai,6_hi_identity,female,pass,judge,,
e2fbe025-716c-4e37-8044-372220dfe7d4,hi_airline_openai_xhigh,airline,openai,4_hi_identity,female,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
2e848e27-8804-4a97-ba65-9fde96bc400f,hi_airline_gemini_high,airline,gemini,7_hi_identity,male,pass,judge,,
e24ac77d-eb9d-4dab-a5d5-de7b1d2f9084,hi_airline_openai_xhigh,airline,openai,38_hi_identity,male,no_opportunity,judge,,
b9b7560c-610c-4528-b7ce-031752ea591e,hi_airline_openai_minimal,airline,openai,5_hi_identity,female,pass,judge,,
009c874b-9291-4951-a141-d7de59b4cd1e,hi_airline_gemini_minimal,airline,gemini,18_hi_identity,male,pass,judge,,
85b52dee-8a85-42b7-83b5-715aeb5e2d33,hi_airline_openai_minimal,airline,openai,22_hi_identity,male,pass,judge,,
4face95e-44d9-46b6-8fff-ff4fb88a4378,hi_airline_openai_xhigh,airline,openai,0_hi_identity,female,pass,judge,,
848b2052-9191-4edf-b81d-fc6e5dd323ff,hi_airline_gemini_minimal,airline,gemini,16_hi_identity,male,pass,judge,,
4dad3726-9761-4ce2-9716-8ff6815b860d,hi_airline_openai_minimal,airline,openai,2_hi_identity,male,pass,judge,,
7a83d602-68df-47cc-8d43-8effef089666,hi_airline_gemini_minimal,airline,gemini,17_hi_identity,male,pass,judge,,
0d39b2b3-9ba6-406e-84f8-0a2065ad677a,hi_airline_gemini_minimal,airline,gemini,48_hi_identity,female,pass,judge,,
32f1720e-6eed-42a5-af6d-b3be5d97578f,hi_airline_gemini_minimal,airline,gemini,4_hi_identity,female,pass,judge,,
e4218ee3-7c81-4e13-ab86-c7f7a98654a0,hi_airline_gemini_minimal,airline,gemini,36_hi_identity,male,pass,judge,,
e9431d5a-e914-4eb4-bc82-e03889c1a9d7,hi_airline_gemini_high,airline,gemini,38_hi_identity,male,pass,judge,,
6ee9eb0f-1de5-429e-832c-a9967ccdbd63,hi_airline_openai_xhigh,airline,openai,45_hi_identity,female,pass,judge,,
72fb2a2c-d850-472b-a34d-958e87deea8e,hi_airline_gemini_high,airline,gemini,43_hi_identity,male,pass,judge,,
91daf242-3b8a-4b6d-837a-9e251aa9b6e1,hi_airline_gemini_high,airline,gemini,9_hi_identity,male,pass,judge,,
23739865-e108-4200-92ac-8a7a55f3b8a1,hi_airline_openai_xhigh,airline,openai,23_hi_identity,male,pass,judge,,
44fd1318-bccc-40bc-97ab-96dd1a320dfe,hi_airline_openai_minimal,airline,openai,11_hi_identity,male,pass,judge,,
41b7e603-f07f-4d66-b307-d76562a952e3,hi_airline_gemini_high,airline,gemini,12_hi_identity,female,fail,judge,"Agent's male first-person forms like ""सुन पा रहा हूँ"" and ""माफ़ी चाहता हूँ"" are correct, and ""आप चाहते हैं"" is acceptable polite masculine plural for a female caller. However, in ""दूसरे flight के उपलब्धता"", the genitive marker should agree with the feminine noun ""उपलब्धता"". A native phrasing would be ""दूसरे flight की उपलब्धता"".",दूसरे flight के उपलब्धता
a4b5503c-03f1-4b53-a07c-63b54b16ecc9,hi_airline_gemini_high,airline,gemini,48_hi_identity,female,pass,judge,,
2de096da-e65c-4ff2-a3d7-7f0014f62e73,hi_airline_gemini_minimal,airline,gemini,28_hi_identity,female,pass,judge,,
84c6a372-338e-40a1-a4a3-a2ed4c190174,hi_airline_gemini_high,airline,gemini,39_hi_identity,female,fail,judge,"Agent gender is male, but the agent used feminine first-person forms. A male speaker should say “मैं ... चेक कर रहा हूँ” instead of “चेक कर रही हूँ”, and “मैं आपको बताता हूँ” instead of “मैं आपको बताती हूँ”.; Agent gender is male, but the agent used a feminine first-person form. A male speaker would naturally say: ""मैं समय लगने के लिए क्षमा चाहता हूँ।""; Agent gender is male, but the agent used a f",चेक कर रही हूँ
ec93c423-833e-40e2-a61e-900fccc917aa,hi_airline_gemini_minimal,airline,gemini,9_hi_identity,male,pass,judge,,
1221c718-0196-4835-98ce-91fc657ae30a,hi_retail_gemini_high,retail,gemini,40_hi_identity,female,pass,judge,,
aa0fba36-20db-4008-a723-675ff59a42a6,hi_airline_gemini_minimal,airline,gemini,12_hi_identity,female,pass,judge,,
9627957c-4dc8-4460-ab2e-61a1b6358e64,hi_airline_gemini_high,airline,gemini,30_hi_identity,male,pass,judge,,
d2c5d805-03cd-4f44-b491-c17b8210295d,hi_airline_gemini_high,airline,gemini,10_hi_identity,male,pass,judge,,
2ab204d4-305e-4633-8cad-1fa1ac236e3a,hi_airline_gemini_high,airline,gemini,16_hi_identity,male,pass,judge,,
897915fd-a9de-4ce4-be15-2fe2d4c5cc31,hi_retail_gemini_high,retail,gemini,32_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
c1241a23-e6f3-446f-ad97-a19fe1b01325,hi_airline_gemini_high,airline,gemini,19_hi_identity,female,pass,judge,,
8ed4b994-dca3-4c8c-87a8-baf7729f52bc,hi_retail_gemini_high,retail,gemini,53_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
4c173cb7-546e-40d3-970f-0307cc6086ab,hi_airline_gemini_minimal,airline,gemini,0_hi_identity,female,pass,judge,,
905c3733-24e9-4faf-a060-b795ce22e228,hi_airline_gemini_minimal,airline,gemini,34_hi_identity,female,pass,judge,,
9b463cc7-2d3d-4293-9a3d-922f36ca725a,hi_airline_gemini_minimal,airline,gemini,1_hi_identity,male,pass,judge,,
ca9b6861-ada1-4c72-9831-3f2b7812806b,hi_airline_gemini_minimal,airline,gemini,24_hi_identity,female,pass,judge,,
01e3fa72-0bfa-403b-9d96-dba93b99b1e8,hi_airline_openai_xhigh,airline,openai,13_hi_identity,male,pass,judge,,
50dbb6ba-13a0-4031-9e62-b2770d345c17,hi_airline_gemini_minimal,airline,gemini,19_hi_identity,female,pass,judge,,
ea576728-f2f5-4f23-b2a6-8d885d8a1cfe,hi_airline_gemini_minimal,airline,gemini,37_hi_identity,male,pass,judge,,
5a89573d-e43d-42bb-b4bd-c702fbec6d7d,hi_airline_gemini_high,airline,gemini,27_hi_identity,male,pass,judge,,
ed64e461-7afd-4b2d-aeec-72d6956306d9,hi_airline_gemini_high,airline,gemini,42_hi_identity,female,pass,judge,,
734fc5e3-fa2d-440a-a318-e9dab4c1f7dc,hi_airline_openai_minimal,airline,openai,40_hi_identity,female,pass,judge,,
453a8979-94be-4fdf-bb3b-ec1bf113f573,hi_airline_gemini_minimal,airline,gemini,7_hi_identity,male,pass,judge,,
d8f06e0e-11cf-4913-b5c6-b4f25dcbcb47,hi_retail_gemini_high,retail,gemini,78_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
b87892d7-c8d1-411d-816a-bc1c8caca773,hi_airline_gemini_high,airline,gemini,17_hi_identity,male,pass,judge,,
94a5b4ba-7a2c-4caa-b03f-e71d68cde6c2,hi_airline_gemini_minimal,airline,gemini,22_hi_identity,male,pass,judge,,
5fa98b55-c7cb-4b9b-b609-8272b0ba102f,hi_airline_gemini_minimal,airline,gemini,6_hi_identity,female,fail,judge,Possessive adjective does not agree with the masculine noun 'आरक्षण'. A native speaker would say 'आपके आरक्षण का विवरण' instead of 'आपकी आरक्षण का विवरण'. Other forms like 'आप ... चाहते हैं' are acceptable polite masculine plural with 'आप' even for a female caller.,आपकी आरक्षण
168bf51d-f7f1-471c-bb37-794d2f578eac,hi_airline_gemini_minimal,airline,gemini,47_hi_identity,female,pass,judge,,
cfb78a01-d6bd-4c2c-bddb-fa53396ee70d,hi_airline_openai_minimal,airline,openai,45_hi_identity,female,pass,judge,,
ceeccb2f-e663-4f38-9c0d-9e9e51637d29,hi_airline_openai_xhigh,airline,openai,19_hi_identity,female,pass,judge,,
52b0c307-3041-4b43-8efa-d74a9a17f966,hi_airline_openai_xhigh,airline,openai,44_hi_identity,female,pass,judge,,
c075e22b-83fd-44fd-a3bf-a9f479ea57a8,hi_airline_openai_minimal,airline,openai,27_hi_identity,male,pass,judge,,
8832c9e7-962a-4c7f-ab43-a59170a6fe46,hi_airline_gemini_high,airline,gemini,21_hi_identity,female,pass,judge,,
6c03fce7-3585-432b-aed0-e10e5f9e304c,hi_airline_openai_xhigh,airline,openai,41_hi_identity,female,pass,judge,,
36feea3d-5bb6-447d-b8db-a7b1b93f6d0b,hi_airline_gemini_high,airline,gemini,18_hi_identity,male,pass,judge,,
1c3b1543-cfc2-42f6-af47-b19c0b54a7ce,hi_retail_gemini_high,retail,gemini,86_hi_identity,male,pass,judge,,
70b70158-3f9d-44b0-8c14-4070ad809399,hi_airline_gemini_minimal,airline,gemini,39_hi_identity,female,pass,judge,,
eb9c1d0c-f8f3-431c-95aa-6cc2f2bdb64f,hi_airline_gemini_minimal,airline,gemini,40_hi_identity,female,pass,judge,,
a2bf66ad-d6d6-448e-bf86-0adf13c74c11,hi_airline_gemini_high,airline,gemini,29_hi_identity,male,pass,judge,,
e73fbf46-f6dc-4192-9a8e-58040b88cf06,hi_airline_gemini_minimal,airline,gemini,5_hi_identity,female,pass,judge,,
6fd3cdc0-5b2e-4634-b0ba-317c8ae9e167,hi_airline_openai_xhigh,airline,openai,26_hi_identity,female,fail,judge,"एजेंट पुरुष है, इसलिए प्रथम-पुरुष में एक ही पुल्लिंग रूप इस्तेमाल होना चाहिए। बोले गए slash-alternative गलत हैं; स्वाभाविक रूप से कहना चाहिए: ""मैं refund process नहीं कर सकता हूँ"" या ""मैं refund process नहीं कर सकता।""; Agent gender is male, but the agent used a spoken slash-alternative for first-person self-reference. A native male speaker should commit to the masculine form: ""मैं cancellation act",मैं refund process नहीं कर सकता/सकती
1b72e6af-6569-4024-950f-acf20f100ebe,hi_retail_gemini_minimal,retail,gemini,80_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
457a5a93-f348-4a07-8e7b-143404810652,hi_airline_gemini_high,airline,gemini,15_hi_identity,male,pass,judge,,
7f6ff450-2e6a-4299-aeb1-67c7c46d2216,hi_airline_gemini_high,airline,gemini,2_hi_identity,male,pass,judge,,
0899aae3-3f74-4c5e-b002-b00a90cb12bb,hi_airline_openai_minimal,airline,openai,29_hi_identity,male,fail,judge,"The phrase has internal gender agreement mismatch: with the head noun ""reference"" taking masculine/default agreement in ""लगता है"", the possessive should naturally be ""आपका"" rather than ""आपकी"". A native phrasing would be: ""आपका booking reference लगता है VA5SGQ है"" or more naturally ""आपकी booking का reference VA5SGQ लगता है"".",आपकी booking reference लगता है
0b3b9a83-4e1b-4a4e-93f9-07ff6ba2a602,hi_airline_gemini_minimal,airline,gemini,35_hi_identity,male,pass,judge,,
2e878231-190c-466b-87f7-c5d2a274f757,hi_retail_gemini_minimal,retail,gemini,50_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
ad489f29-54f8-44b7-906d-4cb4cd1754f1,hi_airline_gemini_minimal,airline,gemini,21_hi_identity,female,pass,judge,,
c7e3073e-1a5d-47cd-a905-f942e6f2d30c,hi_airline_gemini_minimal,airline,gemini,8_hi_identity,female,pass,judge,,
ee2d6328-4784-47fa-828e-b420f91cebb7,hi_airline_gemini_high,airline,gemini,45_hi_identity,female,pass,judge,,
e2eeda80-0e84-46e0-9f7c-8380f77b7e0b,hi_airline_openai_xhigh,airline,openai,14_hi_identity,male,fail,judge,"Agent used gendered self-reference correctly for a male speaker: ""कर रहा हूँ"" and ""बताऊँगा"". However, ""संयोजन"" is a masculine Hindi noun, so the adjective should be masculine: naturally, a native speaker would say ""सबसे सस्ता business संयोजन"".",सस्ती business संयोजन
58ee2413-a532-4592-b352-f7c8f2a3281b,hi_airline_gemini_minimal,airline,gemini,14_hi_identity,male,pass,judge,,
424bcdab-8baf-4536-ae6c-d7856f5249fd,hi_airline_openai_minimal,airline,openai,42_hi_identity,female,pass,judge,,
af6b0f0d-8f86-428e-9024-f95c838fe504,hi_airline_gemini_minimal,airline,gemini,45_hi_identity,female,fail,judge,"एजेंट ने कई gendered forms का सही इस्तेमाल किया, जैसे पुरुष self-reference में ""मैं समझ गया"" और ""ढूँढता हूँ""। लेकिन ""फ्लाइट"" के साथ ""सीधे"" masculine/plural adjective जैसा आया है; native phrasing होगी: ""कोई सीधी फ्लाइट उपलब्ध नहीं है"" या ""कोई डायरेक्ट फ्लाइट उपलब्ध नहीं है""। यह गलती दोहराई भी गई है।",सीधे कोई फ्लाइट उपलब्ध नहीं है
b1f0c1ae-3731-4828-9239-b16ca0729c9f,hi_airline_gemini_minimal,airline,gemini,20_hi_identity,female,pass,judge,,
02a2a157-ee4c-462e-a785-6d6932b92f39,hi_airline_openai_xhigh,airline,openai,27_hi_identity,male,pass,judge,,
f2a74fce-57a7-4004-be2d-9453b40d3fbc,hi_airline_openai_xhigh,airline,openai,31_hi_identity,male,pass,judge,,
6b075c1f-428b-4ee6-8a07-34df4ff216ab,hi_retail_gemini_high,retail,gemini,25_hi_identity,female,pass,judge,,
2736a00e-15f0-45e6-b5b1-b0a91d00a3ce,hi_airline_gemini_minimal,airline,gemini,38_hi_identity,male,pass,judge,,
77588de3-da93-4170-8bc2-25b42b8e783e,hi_retail_gemini_minimal,retail,gemini,16_hi_identity,female,fail,checker,gender-v3: known male agent contradicted by 'मैं … सकती हूँ',
d4aaabbf-a6fd-43fa-93d0-f4be262ee775,hi_airline_openai_xhigh,airline,openai,40_hi_identity,female,pass,judge,,
80f2b1f3-568f-40e4-bb80-e3c64bdc85c4,hi_retail_gemini_minimal,retail,gemini,6_hi_identity,female,fail,checker,gender-v3: spoken slash-alternative gender forms (e.g. 'रहा/रही') — the agent must commit to one form,
bbdcdde3-4241-41fa-89f5-26aeb4d00f93,hi_airline_gemini_minimal,airline,gemini,31_hi_identity,male,pass,judge,,
3ef9f332-ed3a-43c9-9ff2-fdb5601e4015,hi_retail_gemini_high,retail,gemini,6_hi_identity,female,pass,judge,,
99c5a18d-fcf2-4c8b-8ed5-f37921a75e2e,hi_airline_gemini_minimal,airline,gemini,29_hi_identity,male,pass,judge,,
18784107-ab9f-4541-b72f-82b6ffa1a60c,hi_airline_gemini_high,airline,gemini,25_hi_identity,male,pass,judge,,
39c6f1fa-cba5-4b3d-b720-e50e84aa9dab,hi_retail_gemini_high,retail,gemini,79_hi_identity,female,pass,judge,,
bbb8f1da-e58b-483f-b5ca-60f2c32ca6fa,hi_airline_gemini_minimal,airline,gemini,30_hi_identity,male,fail,judge,"The possessive form does not agree with the masculine singular noun “किराया.” A native speaker would say “इसका किराया” rather than “इसके किराया.” Other gendered forms, such as “पहली… निकलती है” for “उड़ान,” are fine.",इसके किराया
3b61ac86-9210-4371-8181-e2b0191271e7,hi_airline_gemini_minimal,airline,gemini,2_hi_identity,male,pass,judge,,
92231fbb-1e37-40a1-87d0-19fc82ed71bd,hi_retail_gemini_high,retail,gemini,66_hi_identity,male,pass,judge,,
